Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
2/13/23 20:30,Fergus falls,MN,USA,Triangle,2 minutes,Slow drifting triangle 3 bright lights 2 to 300 feet high.,3/6/23,
2/13/23 20:20,Banbridge,Banbridge,United Kingdom,Other,2 minutes,V shaped white lights in clear sky moving in unison.,3/6/23,
2/13/23 20:08,Beacon,NY,USA,Unknown,A couple minutes,I don�t know what that was but I�m scared.,3/6/23,
2/13/23 19:56,Norridge,IL,USA,Circle,30 seconds,"Something flew over me, my girlfriend and her brother",3/6/23,
2/13/23 19:51,Farmington Hills and Mikado,MI,USA,Circle,About 30 minutes,"Two separate locations at the same time, three family members see strange, orangish-yellow balls of light",3/6/23,Yes
2/13/23 19:30,Fall River,MA,USA,Light,10 minutes,Bright light appearing in reappearing in erratic movements,3/6/23,Yes
2/13/23 19:30,Phoenix,AZ,USA,Circle,20 seconds,Lights were going downward,3/6/23,
2/13/23 19:23,Dover,AR,USA,Unknown,1-2 minutes,Large string of bright lights in a chevron formation,3/6/23,
2/13/23 19:02,Glenview,IL,USA,Other,30 min,"There were dots in a line that were flying from east to west in the sky, and then they seemed to go above the clouds.",3/6/23,Yes
2/13/23 19:00,Antigo,WI,USA,Unknown,,"Was driving, caught my eye in the sky as I was on a dark road, ignored it and kept going until it never disappeared so I pulled over",3/6/23,Yes
2/13/23 18:15,Portland,OR,,Sphere,Unknown,My friend was on the Casco bay bridge and saw the craft,3/6/23,Yes
2/13/23 17:59,Mahomet,IL,USA,Changing,From 5:59pm to 8:00pm,2 Large hexagon objects hovering and moving in the sky that could change shapes.,3/6/23,Yes
2/13/23 17:30,Winnetka,IL,USA,Fireball,4+ minutes,Looking south from intersection aforementioned towards ORD Airport.,3/6/23,Yes
2/13/23 17:17,Gypsum,OH,USA,Cylinder,In sight for 1 minute,"Looked overhead while outside with coworker, multiple planes, yet this object was moving faster with no sound or trail.",3/6/23,
2/13/23 15:00,Santa Monica,CA,USA,Oval,about 3-4 minutes,A glowing orange football shaped object that hovered then flew directly towards my window and low over my apartment.,3/6/23,Yes
2/13/23 14:50,Corona,CA,USA,Cigar,Approximately 5 minutes,Happened to notice this object slowing moving westbound as I was traveling eastbound on the 91 freeway toward Riverside.,3/6/23,
2/13/23 14:37,New Britain,CT,USA,Unknown,2 - 3 minutes,Cube like craft seen underneath military Chinook helicopter,3/6/23,Yes
2/13/23 12:38,Naples,FL,USA,Disk,Seconds,Lasted a second towards Clam Pass. Disappeared toward the West,3/6/23,
2/13/23 11:15,Martinsville,IN,USA,Other,about 5 - 6 hours,Look like small bits of plastic wrap heading in one direction & some float around some speed fast and all just disappear into thin air!,3/6/23,
2/13/23 10:00,The Villages,FL,USA,Other,Grass burned in yard,There is a large circle of dead grass that showed up overnight in our back yard. We have no idea where it came from.,3/6/23,Yes
2/13/23 07:19,Jacksonville,FL,USA,Light,35-37seconds,"Definitely not a plane , maybe a satellite but it just wasn't moving like a satellite or any meteor I've ever seen.",3/6/23,
2/13/23 05:48,Rosedale,CA,USA,Light,2 minutes,"Saw one light overtake second light and then slowly follow each other from north to south north to south, following",3/6/23,
2/13/23 03:13,Meridian,ID,USA,Cylinder,Approximately 3 minutes,I saw a shimmering object stationary in the sky at a fairly low altitude. Way too large to be a drone. And the light was very brilliant,3/6/23,
2/13/23 02:45,Hastings,NE,USA,Other,Observed for approx. 1 ho,Very large half circle over lapping the moon. Object was brighter than the moon. White with a thin bright green outline.,3/6/23,Yes
2/13/23 00:32,Port Rowan,ON,Canada,Circle,30 minutes,4 possible more travelling from south west,3/6/23,Yes
2/12/23 21:30,Bucyrus,OH,USA,Light,Over hour,Light with glow around seen east of city then to west of city then disappeared,3/6/23,
2/12/23 21:00,Minot,ND,USA,Circle,Few hours then it left,It looked like a big star. But it was moving.,3/6/23,Yes
2/12/23 20:50,Hagerman,ID,USA,Formation,About 20 seconds,Looked like a chain of lights in sky then each one went out in order from back to front reminded me of flares,3/6/23,
2/12/23 20:35,Franklin,MA,USA,Circle,3 minutes,Silent low flying small saucer shaped craft,3/6/23,
2/12/23 20:06,Effingham,IL,USA,Orb,2mins,Two bright orange lights,3/6/23,
2/12/23 20:00,Saratoga springs,UT,USA,Circle,2 minutes,Circular object with three flashing lights heading south,3/6/23,Yes
2/12/23 19:45,Arcanum,OH,USA,Formation,Approx 3 minutes,Large straight line formation from western horizon rapidly dimming out after passing overhead.,3/6/23,
2/12/23 19:42,Vida,OR,USA,Light,30 seconds,String of flying purple lights,3/6/23,
2/12/23 19:40,Grand Rapids,OH,USA,Formation,45 seconds,"Not an airplane. String of lights. No air noise. No banner. it was going for about 45 seconds, maybe a minute and then disappeared.",3/6/23,
2/12/23 19:40,On route 22 heading towards Blairsville. Near Johnstown exit,PA,USA,Cylinder,30 to 40 seconds,We were driving and saw it in the sky in front of us.,3/6/23,
2/12/23 19:40,Sedalia,MO,USA,Light,,Red glow,3/6/23,Yes
2/12/23 19:40,Ewing,KY,USA,Formation,Roughly 10 seconds,Saw a line of 5 star like shapes in a line that drifted across the sky and vanished in a eclipse like fashion.,3/6/23,Yes
2/12/23 19:39,Liberty Township,OH,USA,Changing,About 3-5 minutes,"A long train like glowing on and off light, that was moving slow then eventually all lights turned off!",3/6/23,
2/12/23 19:38,Twinsburg,OH,USA,Cigar,About 3 minutes,A line of bright lights that was constant; couldn't see the craft disappeared right above me,3/6/23,
2/12/23 19:38,Oil City,PA,USA,Circle,One Minute,Several Circular Crafts of Yellow/Orange Light in Night Sky,3/6/23,
2/12/23 19:38,canton,MI,USA,Unknown,3 to 4 min,line of 26 lights in a row,3/6/23,
2/12/23 19:08,Wheatland,WY,USA,Formation,10 min,WY,3/6/23,
2/12/23 19:00,Lakeville,MN,USA,Changing,I.5 minutes,Strange uniform slowly moving lights in sky,3/6/23,
2/12/23 19:00,West Jordan,UT,USA,Light,1 minute,Lights over Salt Lake City,3/6/23,
2/12/23 18:36,Fairchilds,null,,Orb,3-7 minutes,"My roommate & I were outside, she asked me to come to her and pointed at the sky. 3 bright, round lights were in the sky.",3/6/23,Yes
2/12/23 18:35,Section,AL,USA,Disk,3-5 minutes,Looked like a plane with a a trail behind it but it�s too dark and then it came closer and we saw about 15-20 lights in an even row,3/6/23,
2/12/23 18:35,Section,AL,USA,Sphere,3-5 mins,12-20 lights looked like they were the middle of a saucer (disc),3/6/23,
2/12/23 18:15,Waterville,OH,USA,Oval,1 minute,Something that I've never seen before in the sky,3/6/23,
2/12/23 17:19,Columbus,OH,USA,Sphere,Sharp Shiny metal object,I have video tape,3/6/23,
2/12/23 16:20,Florence,SC,USA,Cylinder,30 Seconds,A weird cylinder object with lights flew over me and away.,3/6/23,
2/12/23 15:00,Manhattan,IL,USA,Orb,Approximately 70 seconds.,"Observed metallic orb, traveling south from location in northern Manhattan, Illinois. Orb disappeared through rapid burst of speed.",3/6/23,
2/12/23 10:40,Toronto,ON,Canada,Oval,5-15 minutes,Black Oval Object,3/6/23,
2/12/23 05:00,,,,Light,20 minutes,"High altitude light moving left to right, second light peeled off from first.",3/6/23,
2/12/23 03:30,Portland,OR,USA,Orb,3-5 seconds,1 light orb moving horizontal then disappearing and another hovering 4 feet above an overhead highway sign,3/6/23,
2/12/23 03:25,Lyon Mountain,NY,USA,Unknown,unknown,Aircraft over flying Northern NY reported UFO.,3/6/23,
2/12/23 03:15,Fort Atkinson,WI,USA,Light,30 minutes,A number of white lights low above the horizon.,3/6/23,Yes
2/12/23 00:12,Lake Worth,FL,USA,Fireball,5 seconds,Flash of red and orange in the sky,3/6/23,Yes
2/11/23 22:30,Sioux falls,SD,USA,Circle,2.00 minutes,"It was super fast headed north, then suddenly turned around and headed back south.",3/6/23,
2/11/23 22:30,Noatak,AK,USA,Circle,10 minutes or longer,Object flying over my hometown. Red light turning on and off. Made a high pitch sound,3/6/23,
2/11/23 22:00,Jackson,MI,USA,Circle,Hour or longer.,I was standing on my back deck when I saw this object. Really curious on what it might be.,3/6/23,Yes
2/11/23 22:00,Moore Haven,FL,USA,Light,Unknown,Over 40 objects appeared. Spaced evenly and moving fast. Like it came from Polaris and across into Orion and disappeared. .,3/6/23,
2/11/23 21:20,Plainfield,IL,USA,Triangle,10-15 secs,5 glowing pulsing triangles,3/6/23,
2/11/23 21:12,Melbourne,Victoria,Australia,Circle,aproximtaly 20 seconds,Bright Light Very high travelling fast west to east,3/6/23,
2/11/23 21:00,Kingston.,NH,USA,Rectangle,At least 5 minutes,A large rectangular object in sky hovering with lights that were,3/6/23,
2/11/23 20:30,Barrie,ON,Canada,Circle,3 hours,Saw weird stationary flashing light in sky. Was in same or similar location for like 2 hours,3/6/23,Yes
2/11/23 20:05,Lethbridge,AB,Canada,Light,5 minutes,"Solid white light moving very fast over Nobleford, Alberta",3/6/23,
2/11/23 19:53,Antlers,OK,USA,Circle,One hour,"Moving up, down and left to right. Very bright. Disappeared completely after an hour of noticing it.",3/6/23,Yes
2/11/23 19:02,Jenks,OK,USA,Orb,30 seconds,Saw a green glowing orb going very fast down 33rd west ave then took a sudden right turn heading east and vanished.,3/6/23,
2/11/23 19:00,Madison,WI,USA,Other,10 minutes,"Like a shooting star that kept repeating on the exact same course, with moments of darkness between.",3/6/23,
2/11/23 18:45,Walla Walla,WA,USA,Cigar,5 seconds,A thin pale yellow glowing line appeared mid-sky and glided in a perfectly straight line due north for about 5 seconds.,3/6/23,
2/11/23 17:24,Higganum,CT,USA,Triangle,About 40 minutes,Was driving and could observe it for 20 minutes of my drive. It did not seem to move,3/6/23,
2/11/23 17:15,Lexington,VA,USA,Cigar,4 minutes,"A white cylinder, rounded on both ends, about 5 or 6 times longer than wide. No wings, no contrail, no sound.",3/6/23,
2/11/23 16:00,Belcher,LA,USA,Orb,Maybe 30 seconds,My husband and I were in the car and saw a blindingly bright orb or maybe oval hovering in the sky then it just disappeared.,3/6/23,
2/11/23 14:00,HENDERSON,NV,USA,Cylinder,Approximately 10 minutes,It appeared to sit in the sky and it looked like it had solar panels on it no sound moved slowly disappeared then reappeared,3/6/23,Yes
2/11/23 11:50,Phoenix,AZ,USA,Diamond,3 minutes on an airplane,"I saw a bright, almost reflective, white object in the distance. Zoomed in becomes blurry. There's another object in a shadow in 2 pics",3/6/23,Yes
2/11/23 11:35,Calgary,AB,Canada,Light,2 seconds,Fast moving light yellow red glow maybe 10 times speed of fighter jet really fast only visible 2 or 3 seconds,3/6/23,
2/11/23 11:30,Palm Springs,CA,USA,Changing,15 seconds,I saw a fighter jet closely being followed by a changing faceted shape objet which at first I was being towed by the jet.,3/6/23,
2/11/23 09:28,Melbourne,FL,USA,Star,2-3 seconds,They looked like they were small faint stars flying at top speeds in the night sky,3/6/23,
2/11/23 04:00,Lincoln,NE,USA,Sphere,Half hour at a time,"Up to 3 lights in the sky, every morning at 4am, 3 locations, 200 miles apart. Fade in, fade out. Sometimes overlaying each other.",3/6/23,Yes
2/11/23 04:00,Manchester,,United Kingdom,Light,5minutes,White warm coloured light,3/6/23,
2/11/23 03:00,Hansville,WA,USA,Unknown,24 images in an hour,My webcam has been capturing this streaks between 3am and 4am for months now. 24 images captured last night,3/6/23,
2/11/23 00:03,Troy,ID,USA,Other,25-30 minutes,"Red, green & white flashing lights too far away to determine shape",3/6/23,
2/10/23 21:55,Edmonton,AB,Canada,Oval,5 minutes,"Soundless, Round or oval thick object flew over top of my house so fast it was gone in less than 3 seconds.",3/6/23,
2/10/23 21:00,Ozona,TX,USA,Triangle,2 minutes,There were 3 bright white lights in a triangle formation that appeared over the canyon wall.,3/6/23,
2/10/23 19:39,Williamson,WV,USA,Disk,Around 10-12 minutes,I was working in my tool shed and was coming back in and saw the craft with my wife and my cousin. It then went further down with speed,3/6/23,
2/10/23 18:48,Pittsburgh,PA,USA,Changing,Morning,3 very bright disk formed like a triangle low in sky hovering making hovering vibration sound loud low loud low 1 shot bright beam to g,3/6/23,
2/10/23 18:11,My Pleasant,UT,USA,Cigar,At least 45 min,2 Large cigars/saucers over the mountain,3/6/23,
2/10/23 15:15,"Prudhoe Bay, Alaska",AK,USA,Other,about 20 minutes,Flightradar24 track of USAF AFRDQ5827,3/6/23,Yes
2/10/23 15:00,Portland,OR,USA,Circle,About 10 minutes,Round white object,3/6/23,
2/10/23 13:24,Lake Country,BC,Canada,Chevron,10 minutes,Saw what I thought was a plane but it didn't have a trail it changed direction and was moving too fast,3/6/23,Yes
2/10/23 10:12,taueanga,Bay of Plenty Region,New Zealand,Cone,3 minutes,Saw it hover at my house for 3 minutes and it didn't seem to do anything,3/6/23,
2/10/23 07:45,Kelowna,BC,Canada,Unknown,10 seconds,Looking in the sky saw an object over the airport flying over the mountain that was not a airplane or helicopter it looked on fire,3/6/23,
2/10/23 07:10,Alexandria,VA,USA,Oval,3 minutes maybe,Saw two flying objects flying in circles and erratic movements then they disappeared.,3/6/23,Yes
2/10/23 05:50,Hollister,CA,USA,Rectangle,15 seconds,"Had two or three lights, one at each end, ~2000 ft",3/6/23,
2/10/23 04:53,Littleton,MA,USA,Star,4 minutes,Every 30 seconds a star-like object appeared and moved down a couple of degrees and disappeared. This was repeated 5 or so times.,3/6/23,
2/9/23 23:02,nipomo,CA,USA,Changing,around two minutes,"Large orange glowing object ascends high, changes color, splits into two spheres one remains stationary other floats away, then vanish.",3/6/23,
2/9/23 20:30,Reisterstown,MD,USA,Chevron,2-3 minutes,Slow moving gun metal gray carbon fiber stealth bomber shaped front with white lites 3 on each side of front Vshape. 100 -150 feet fr,3/6/23,
2/9/23 19:16,Newark,OH,USA,Cone,10 to 12 minutes,Many flashing lights following a bigger object,3/6/23,
2/9/23 18:05,Monroe,WA,USA,Light,5 minutes,I saw ball of light hovering low in sky not making any sound or blinking lights like an aircraft would do.,3/6/23,Yes
2/9/23 17:57,Portland,ME,USA,Changing,1.22,I'm sorry white light all of a sudden appear so I got out my camera because I also had a siding last month that mufon is investigating,3/6/23,
2/9/23 17:45,Cleveland,OH,USA,Cylinder,5 minutes,We were watching a plane when we noticed this,3/6/23,Yes
2/9/23 17:39,Watertown,MA,USA,Unknown,approximately 3 minutes,A greenish blue flying object,3/6/23,
2/9/23 17:30,Applegate,OR,USA,Cigar,20 mins,"A fleet appeared flying northeast in the sky equidistance apart, some looping back. We have 5-6 mins of video",3/6/23,
2/9/23 16:31,Somers,MT,USA,Other,Unknown,Noticed stationary structure on mountainside of national forest land with no tracks or visible way of having gotten to location,3/6/23,Yes
2/9/23 16:00,"South East of Quartzite, AZ",AZ,USA,Cigar,5 minutes,"It was daylight and no clouds. I spotted a large object to the southeast moving east.it was moving slow, it was black, it was large.",3/6/23,Yes
2/9/23 15:23,Escondido,CA,USA,Sphere,30 seconds,Extremely small sphere at extremely fast speed.,3/6/23,
2/9/23 15:11,Madera,CA,USA,Cross,5 minute,Heard an unusually loud noise I couldn�t find. Checked on an app for planes and it showed nothing.,3/6/23,Yes
2/9/23 10:30,Creede,CO,USA,Sphere,25 seconds,Object moving at an oblique angle from my left to right .Object never changed shape. Object traveled behind a cloud. No line of sight.,3/6/23,
2/9/23 09:00,Exeter,NH,USA,Other,10 seconds,I was driving towards Epping on 101. At approx. 9am I saw a semi-solid white roundish balloon shaped object in the skyline.,3/6/23,
2/9/23 06:05,Montz,LA,USA,Other,3 to 5 minutes,�Headlights� visible but not the craft.,3/6/23,
2/9/23 03:45,Montgomery,AL,USA,Sphere,About an hour,We saw at least 10 bright starlight looking objects that flew fast and in various directions. Multiple other pilots on guard saw them,3/6/23,
2/9/23 01:38,Laughlin,NV,USA,Triangle,30 seconds,Very briefly but slowly flew from AZ to Nellis direction,3/6/23,
2/9/23 01:07,Worcester,MA,USA,Circle,2-3 seconds,"I was looking through my skylight at the moon. All of a sudden a round, green object races under the moon traveling easterly.",3/6/23,
2/9/23 01:00,Albany,OR,USA,Circle,5 minutes,Ball of expanding light hovering,3/6/23,Yes
2/8/23 23:50,Ocala,FL,USA,Unknown,15 to 20 minutes,"I was looking toward the northwest sky when I noticed two distinct, very bright lights maybe 25 miles away.",3/6/23,
2/8/23 22:30,Sacramento,,USA,Fireball,<= apprx. 1 minute,Three pairs of incandescent stationary aerial objects with no apparent suspension nor propulsion forming an exponential graph shape.,3/6/23,Yes
