Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
3/13/22 08:00,Hallandale,FL,USA,Other,5 days,After waking up and taking a shower I noticed on my right bicep a strange mark shaped like a circle with,3/6/23,Yes
3/5/22 22:55,Brecon,Powys,United Kingdom,Triangle,Five to ten minutes,Not sure what to put in this bit.,3/6/23,Yes
3/3/22 19:30,Nashville,TN,USA,Circle,20 - 25 sec,Lighted up as passenger jet was flying past it,3/6/23,
2/15/22 04:00,Dahlonega,GA,USA,Light,Approx 5 minutes,Sudden bright white almost blue light appears,3/6/23,Yes
2/13/22 13:32,Near Buckeye,AZ,USA,Disk,15 seconds,Saw 10-12 metallic disks in a group then move into a v formation about 200 ft overhead driving down the expy,3/6/23,
2/2/22 18:01,brisbane,Queensland,Australia,Diamond,30 secs,witnessed a jumpgate,3/6/23,
1/25/22 07:00,Royse City,TX,USA,Oval,One hour,Took numerous photos there was light emitting around the object.,3/6/23,Yes
1/25/22 07:00,Royse City,TX,USA,Circle,Maybe an hour,I took the pictures and thought maybe it was a reflection off the sun,3/6/23,Yes
1/18/22 19:47,Porterville,CA,USA,Oval,5- minutes,"First time i seen was Jan 18th, Second time it was Aug 27th.. I have picture's..",3/6/23,
1/15/22 18:45,Portland,OR,USA,Unknown,It lasted maybe 10 second,A large inky black shape hovering directly about 100 feet off the ground in front of me.,3/6/23,
1/15/22 18:42,Santa Rosa,CA,USA,Formation,24 hrs,Sirius Dog Star Color Quarrel Formation,3/6/23,
1/9/22 19:09,Eastman,GA,USA,Formation,4 seconds,I saw a flash of light and thought it was a shooting star.,3/6/23,Yes
1/3/22 15:00,Colorado Springs,CO,USA,Cigar,15-20 minutes approximate,Noticed strange object in the afternoon sky while driving home.,3/6/23,Yes
12/30/21 17:50,Winnebago,IL,USA,Orb,20 seconds,Blue green orb fly bye,3/6/23,
12/25/21 00:30,Los Angeles,CA,USA,Formation,"under 1 minute, I believe",I was talking on the phone with a friend looked up and saw red orbs in the far distance. Not once but twice.,3/6/23,
12/20/21 18:30,Griswold (near North Stonington border),CT,USA,Rectangle,Drove by it,My daughter and I observed a brightly lit object hovering around 100 feet above the ground behind the trees on the side of route 201.,3/6/23,
12/14/21 22:30,Hurley,NY,USA,Sphere,2-3hrs,Saw unusual bright star? Satellite in sky,3/6/23,Yes
12/9/21 10:46,Sandwich,MA,USA,Oval,About 1 min,Shining changing shape as it moved,3/6/23,Yes
12/7/21 21:30,Kokomo,IN,USA,Orb,5 mins,I was leaving Krogers grocery and putting bags in my truck. I looked up and saw 8 spheres or circles in a somewhat triangle formation.,3/6/23,
12/6/21 06:05,Brandenburg,KY,USA,Changing,1 min 6 seconds,"Object jumped around while spinning,and moved faster than light",3/6/23,
11/25/21 18:10,Cuvina,CA,USA,Fireball,About and1/2 minutes,Watched and recorded three craft overhead and another catching up and also dlying overhead on Thanksgiving Eve 2021.,3/6/23,Yes
11/17/21 03:00,CORAL SPRING,FL,USA,Light,7,IM THEY TARGET HARM HURT ABUSE DOMESTICO ALL WAYS ABUSO ANIMAL SICK BEHAVOR,3/6/23,
11/14/21 16:00,Norfolk,VA,USA,Other,LOS 10+ mins,"Huge craft, size of a building (2ish football fields). Silent hovering over the highway in and out of clouds. No attempt to conceal.",3/6/23,
11/11/21 22:00,Indianapolis,IN,USA,Triangle,2:00,Small cloud traveling faster than other clouds in the area sky. Suddenly drpping out of the cloud and speeding east.,3/6/23,
11/11/21 17:30,SAN ANTONIO,TX,USA,Fireball,<30 minutes,2 Fireballs were stationery facing & hovering over LAFB the other 2 were off to the opposite side doing figure 8s & crossing each other,3/6/23,Yes
11/10/21 11:00,Menifee,CA,USA,Circle,Picture,"Had the picture on my computer background for over a year and then one day noticed an object, I took the pic with my iPhone",3/6/23,Yes
11/9/21 18:05,Imperial Bch,CA,USA,Changing,1 min and 6 seconds,"Moving up and down, sideways, also at the end of video you can see the orb go faster and see light coming out the back.",3/6/23,
11/9/21 18:05,IMPERIAL BEACH,CA,USA,Changing,1 min and 6 seconds,"Moving up and down, sideways, also at the end of video you can see the orb go faster and see light coming out the back.",3/6/23,
11/6/21 23:11,Denholm,Quebec,Canada,Light,45 seconds or so,I pulled over on silent road after thinking there was somebody behind me with their brights on.,3/6/23,
11/5/21 20:05,Airway Heights,WA,USA,Light,About 5 minutes,I took my dog outside to do his business and I got distracted by a star that was too bright,3/6/23,
11/5/21 13:50,Burgess,VA,USA,Unknown,Happens every day,Invisible Aliens in home,3/6/23,
10/27/21 23:03,Lansing,MI,USA,Rectangle,Approximately 3-4 seconds,Several UAP�s flying across the tv screen.,3/6/23,Yes
10/25/21 08:08,,CO,USA,Triangle,Less than a second,Las Vegas Flight Over Colorado,3/6/23,Yes
10/17/21 23:49,Coral Springs,FL,USA,Cylinder,The continued,Series burn on my body special legs the im fils the is implant me with something the allow them to touching me every single nite! crazy,3/6/23,Yes
10/17/21 20:00,sardis,,USA,Unknown,Less than a minute,Bright light lit up car,3/6/23,
10/16/21 10:16,Tracy,CA,USA,Circle,41 Seconds,Two white spheres hovering in the sky with another object zipping by them,3/6/23,
10/8/21 19:30,Round Lake Beach,IL,USA,Egg,5 minutes,"I saw 5 orange lighted objects emerge from the tree line @ the end of my street. In a stagurd formation first 3, then 2 more followed.",3/6/23,
9/29/21 18:31,Huntington Beach,CA,USA,Sphere,less than one minute,We saw 2 orbs turn into 3 orbs then into 4 orbs.,3/6/23,
9/25/21 01:20,Parkfield,CA,USA,Circle,3 minutes,Ball of candle color light.,3/6/23,
9/23/21 22:08,Glas Eilean,Argyll and Bute,United Kingdom,Unknown,Around 15 minutes,Changing Yellow/Green/Red lights with fast changing direction fast in silence,3/6/23,
9/18/21 19:32,Matawan,,,Circle,1 min,Looked like a floating star,3/6/23,
9/13/21 21:40,Dayton,WA,USA,Disk,25 seconds or so.,"Disc (metallic saucer-type) object, with windows, a bright red band along the bottom, lifted and flew away",3/6/23,Yes
9/6/21 02:42,Richmond,IN,USA,Formation,Approximately ten minutes,"Luckily got a few shots of, what reminds me of the ""Phoenix"" type lights.. In Indiana?",3/6/23,Yes
9/5/21 09:21,KLAMATH FALLS,OR,USA,Oval,Split second on video pho,I was taking photos of elk and looking at the footage something flies in and turns,3/6/23,
8/21/21 20:13,Lorton,VA,USA,Oval,Hours,The light was visible to the west for 3-5 days. It pulsated but remained stationary.,3/6/23,
8/18/21 21:30,Oak Ridge,TN,USA,Triangle,10 minutes,"Large black triangle 2 red lights in front one white in rear, completely silent",3/6/23,
8/14/21 13:07,Mountain,ON,Canada,Unknown,Only 2 minutes or so,Stuff was falling off it was never in news how it wasn't reported i dont know just 2 days later over farmers field wierd metal then i,3/6/23,
8/3/21 23:30,"Nevada Highway 375, 10 miles E of US Hwy 6",NV,USA,Fireball,20 minutes,"Four objects of various colors flying in looping paths, one object flying right at us and scaring us away",3/6/23,
7/27/21 22:41,Fort Myers,FL,USA,Orb,several minutes,Fiery red orb seen hovering over the city. ((NUFORC Note: Report submitted by retired airline pilot. PD)),3/6/23,Yes
7/7/21 19:00,COLUMBIA,SC,USA,Circle,Seconds to minutes,I have many many videos I would like some people to take a look at I even have the recording of a voice speaking to me,3/6/23,
6/27/21 21:03,San Diego,CA,USA,Light,9:03pm - 9:39pm,Floating light formation kept hovering and dimming in and out but zero movement what so ever,3/6/23,Yes
6/20/21 04:00,Erie,PA,USA,Unknown,5 min,My mother and I saw these. After we went in we were both zapped by the same white light at the same time. This can't be fake,3/6/23,
6/17/21 02:32,Palouse. I was located right on the wa/Id border,ID,USA,Triangle,3-4 minutes,Huge triangle shaped craft hovering over a butte,3/6/23,
6/13/21 13:36,Washington,DC,USA,Other,10 minutes,Georgetown Bridge P Street and 23er Street NW,3/6/23,Yes
6/11/21 15:45,Manchester,,United Kingdom,Changing,10 mins,Came down from dark cloud,3/6/23,Yes
5/31/21 12:00,Sharon,PA,USA,Diamond,45 minutes,Mass amount,3/6/23,
5/29/21 23:00,Worley,ID,USA,Light,Roughly 30 minutes,"3 lights travelled across the horizon, in any direction on a whim. Orange aura no flicker. No bob or sway, short shifty silent movement",3/6/23,
5/29/21 22:30,Milton,VT,USA,Light,30 seconds-1 minute,Felt compelled to lookout at sky at 1030pm May 29 2021 saw brightest light nearby,3/6/23,Yes
5/27/21 06:50,Washington,DC,USA,Light,10 seconds,Light charging from one dot to multiple dots of light crossing the sky,3/6/23,Yes
5/21/21 13:00,Off Yangtze River passing through 3 gorges,Sichuan,China,Disk,10 minutes,From observation deck of Yangtze River cruise ship,3/6/23,
5/8/21 15:27,,TX,USA,Changing,50 second video,"Black, shape changing object, flies steady pace and altitude in Texas sky 2021",3/6/23,
5/7/21 22:57,Stowe,VT,USA,Unknown,10 minutes,9 lights entering the atmosphere at impossible speed and then moving off slowly at a 90 degree angle,3/6/23,Yes
3/22/21 11:55,Clear Lake,IA,USA,Cylinder,,"Silver metalic cylinder, vertical and stationary",3/6/23,Yes
3/18/21 15:11,Hinchley Wood,Surrey,United Kingdom,Circle,20 Seconds,Black Doughnut shaped object seen in the sky.,3/6/23,Yes
3/7/21 19:15,Jaffrey,NH,USA,Circle,"I took a video, 1.22 min",I was driving home from Work at 7pm I noticed flashing lights that I thought was a air plane.,3/6/23,Yes
3/4/21 07:45,Ellensburg,WA,USA,Changing,approximately 14 minutes,"Husband saw what he thought was a hawk at first, thought then it was a helicopter size of �school bus� but then would rotate and change",3/6/23,Yes
3/2/21 20:57,Los Angeles,CA,USA,Triangle,10 minutes,Saw a triangle shaped craft circling above.,3/6/23,
2/21/21 12:35,"35.451099,-106.150200",NM,USA,Cross,1-4 min.,Initially thought it was a plane but definitely was no plan,3/6/23,Yes
2/15/21 21:00,Defuniak Springs,FL,USA,Unknown,Maybe 5 minutes or less,FL,3/6/23,
2/3/21 13:22,Anonymous,NJ,USA,Changing,30 mins,Important infiltration,3/6/23,
1/30/21 18:47,Gig Harbor,WA,USA,Cigar,0,Game cam ((NUFORC Note: Insect in flight? PD)),3/6/23,Yes
1/7/21 19:34,Holly,MI,USA,Formation,2 minutes (approx),"I witnessed an otherworldly, purposeful formation of one of the most sacred forms of geometry: A Dodecahedron",3/6/23,Yes
12/24/20 01:15,Aurora,IL,USA,Orb,Less than 15 seconds,Orb of light seen above clouds with unusual acceleration patterns,3/6/23,
12/21/20 04:23,Painesville,OH,USA,Unknown,Maybe a second,Wished Upon A Shooting Star,3/6/23,
11/17/20 20:00,Yukon,OK,USA,Triangle,About 5 seconds,I was standing on top of boothill and this triangle with a total of seven lights was heading west towards el Reno,3/6/23,
11/2/20 10:30,Detroit,MI,USA,Oval,,Walking home from store with my granddaughter .,3/6/23,
10/21/20 16:43,Mashhad,Razavi Khorasan Province,Iran,Disk,+25 sec,White colored disk shaped object with sudden movement from right to left and back,3/6/23,Yes
10/19/20 23:30,Lone Oak,TN,USA,Cone,1 minute 30 seconds,"Blinking beam shone across the night sky on our left. UAP looked like a flying bike horn, no means of propulsion or lift. No chemtrails",3/6/23,Yes
10/17/20 10:16,Bloomington,IN,USA,Cylinder,Watched 2 or 3 min,Strange Pill shaped thing hanging over fields near Crane Naval Base,3/6/23,Yes
10/9/20 22:20,"Near Detour, Michigan",MI,USA,Circle,Several minutes,Spinning circle of light. 2 videos of object,3/6/23,
8/20/20 02:03,Portland,OR,USA,Light,5 mins,Light morph from one to two and back,3/6/23,Yes
8/1/20 03:00,Fresno,CA,USA,Circle,,Seen the craft room distant and was above my house above the power lines coming closer to the house,3/6/23,
8/1/20 01:00,Warm Springs,GA,USA,Cylinder,About 1-2 mins,I was on the way home with my mother and seen the ship 20 feetp above us and asked her to pull over,3/6/23,Yes
7/31/20 20:43,Yardley,PA,USA,Light,2 min,"Initially saw one bright light that passed over, then immediately after 2 more appeared",3/6/23,
7/25/20 18:48,University park,IL,USA,Disk,,I was extremely nervous at first but now it happens almost ever night so I�m use to it and since I have seen it it made me smarter and,3/6/23,
6/27/20 23:45,Nags head,NC,USA,Changing,4 hrs,craft comes out of the ocean.,3/6/23,
6/24/20 13:00,Waco,TX,USA,Circle,15 minutes,I was coming out of a building ans just happened to look up because i heard an airplzne going over. Something caught my eye .,3/6/23,
6/24/20 04:30,Salt Lake City,UT,USA,Unknown,2 minutes,I have the craft on video on my cell phone. I saw it as I was walking into my office building at 430 am,3/6/23,
6/15/20 14:00,Island Kaui,HI,USA,Fireball,15 min.,Fireball following our car,3/6/23,
6/10/20 12:09,Kyiv,,Ukraine,Other,5 seconds,we are from Ukraine where there is a war going on and my son is very interested in UFO and found on one of the youtube videos an object,3/6/23,Yes
5/27/20 20:28,New Haven,CT,USA,Rectangle,< 1 minute,I saw 6 green lights in a rectangle shape that moved rapidly and synchronously within 1 minute.,3/6/23,Yes
4/26/20 21:00,San antonio,TX,USA,Sphere,1-2 minutes,I was driving to my house truh a empty street and I seen an object js standing on the air with no type of movement,3/6/23,
4/14/20 05:15,Garrison,KY,USA,Triangle,1 minute,Completely silent craft,3/6/23,
4/9/20 23:10,sun prire,Worcestershire,USA,Triangle,10min,Two triangle things in the sky flying in a formaton.,3/6/23,Yes
3/3/20 22:51,,,,Changing,10 min,Reported earlier with a 15 second video. I enlarged it and slow motioned it while doing a screen record with my iPhone 11.,3/6/23,
3/3/20 10:52,Covina,CA,USA,Other,About 10,Got video & still frame from video blown up showing object above my house in broad daylight,3/6/23,
2/5/20 20:00,Albany,NY,USA,Cone,20-30 minutes,I work security it was patrolling the back lot when I saw the shapes,3/6/23,Yes
1/29/20 15:23,Bakersfield,CA,USA,Triangle,2 minutes,Snapped in in a picture while attending my grandfathers funeral.,3/6/23,Yes
12/26/19 12:12,Not far from West Chania,Crete Region,Greece,Unknown,,holiday in Greece 2019 something in the sky,3/6/23,Yes
12/18/19 17:06,Troutdale,OR,USA,Rectangle,28 seconds,Square shaped object.,3/6/23,Yes
10/29/19 14:12,Mission Viejo,CA,USA,Unknown,30 seconds,UFO small shiny object moving in every direction,3/6/23,
10/16/19 10:38,Malden,MA,USA,Disk,multiple sightings,I will show one sample and post to you my YouTube channel of multiple sightings recorded.,3/6/23,Yes
10/7/19 10:10,Palm Springs,CA,USA,Rectangle,45 seconds,My husband and I saw 2 rectangular shaped ufos fly over the 10 freeway then they reversed direction and traveled east towards Indio.,3/6/23,
9/5/19 16:45,Chatan,Okinawa Prefecture,USA,Circle,Brief seconds,I had seen a craft next to helicopters in 2019 got on snap chat later that day & seen one of fellow device members recorded by accident,3/6/23,
8/9/19 02:00,Modesto,CA,USA,Oval,1 minute,CA,3/6/23,
8/5/19 03:00,Waverly,IA,USA,Fireball,20 seconds,"I left my driveway, turned right as a storm hit and I saw this truck sized, bright green fireball flying away from the storm.",3/6/23,
8/3/19 02:30,Julian,CA,USA,Egg,3-5 minutes,"Precognitive dream followed by compulsion to drive an hour away to dream�s location, where I witnessed a large egg/ovoid shaped craft.",3/6/23,
7/19/19 23:45,Shawnee,KS,USA,Diamond,about 3-5 minuets,"diamond/rhombus craft about width of the street & the height of the trees, four colored lights on each corner & noise: light deep hum",3/6/23,Yes
5/1/19 02:00,Angleton,TX,USA,Light,5-7 minutes.,I saw a basketball-sized light floating outside of my living room window.,3/6/23,Yes
3/3/19 17:00,Pleasanton Texas,TX,USA,Cigar,2seconds or less,Disk shaped object flew over suv and caused it to swerve and move side to side,3/6/23,
2/18/19 17:11,Elyria,OH,USA,Oval,3 pictures in sequence,Took 3 consecutive pictures of outside and pictures showed 2 crafts in each frame different locations,3/6/23,Yes
1/27/19 12:48,Dallas,TX,USA,Cylinder,Seconds,Interesting.,3/6/23,Yes
1/12/19 10:52,Quito,,Ecuador,Circle,several minutes,Seen by a group of guides and birdwatchers that had pulled over to look at birds. Photos taken through a spotting scope.,3/6/23,Yes
1/2/19 02:00,NA,,USA,Orb,~10 seconds,High altitude light that flashed on/off over the course of ~10 seconds. (((NUFORC Note> Report from airline co-pilot. PD)),3/6/23,
12/16/18 01:42,,OH,USA,Unknown,I-75 south,Light in the clouds,3/6/23,
10/18/18 14:00,Cayuta,NY,USA,Other,60 seconds,Large dull Grey craft the size of a football field.,3/6/23,
10/17/18 21:30,Baugh Station,KY,USA,Egg,5-7sec,Seen while driving on US431,3/6/23,
10/17/18 11:34,Fort Richardson,AK,USA,Disk,3 - 5 minutes,"Craft was hovering in place over hangers, flew south-west and upwards faster than any commercial or military craft I've seen.",3/6/23,
10/12/18 19:33,Pascagoula,null,USA,Sphere,less than 30 seconds,My sister and I looked up into the sky and saw what appeared to look like an UFO.,3/6/23,
10/7/18 04:30,New York,NY,USA,Diamond,5 -10 min,A cloudy/ foggy early morning.,3/6/23,
8/17/18 04:45,Venice,FL,USA,Cigar,5 minutes,I saw a fiery glowing cigar shaped ufo flying over my house going towards the gulf of Mexico.,3/6/23,
7/18/18 22:00,,,,Cross,2-3 minutes,Upside down cross. Shined bright light at me,3/6/23,
7/10/18 19:01,Nashua,NH,USA,Egg,3 mins,Large Gold Egg shaped UFO,3/6/23,
4/22/18 18:36,Chiaverano,Piedmont,Italy,Egg,unknown,"One friend of mine, taking pictures of her daughter, later realized that in the pictures there was a strange ball.",3/6/23,Yes
4/11/18 17:40,Tuscaloosa,AL,USA,Circle,4-5 minutes,"Disk hovered, no movement until it surrounded itself with a bright pink light.",3/6/23,
11/2/17 18:00,Leonardtown,MD,USA,Triangle,About 5 minutes,"I was on my way to basketball practice. Waiting at the stoplight, when looking out I saw a hovering craft a few hundred feet up.",3/6/23,
11/16/16 23:09,Surrey,BC,Canada,Light,~30 seconds approx,"UFO was stationary high up in the sky, it slowly accelerated in one direction before shooting off into space at extremely high speed",3/6/23,
11/14/16 19:13,Fitchburg,MA,USA,Circle,,"Saw a bright light moving fast, never in my life seen anything like it",3/6/23,
11/1/16 20:00,NATICK,MA,USA,Other,5 minuets ongoing,Not flashed. Entity had ...,3/6/23,
8/12/16 21:30,Fayetteville,NC,USA,Oval,A minute,While outside using my mothers telescope we could clearly see round objects in the sky moving at ridiculous speeds,3/6/23,
7/3/16 22:00,West Warwick,RI,USA,Orb,15-20 seconds,Silent Super white Orb in sky.,3/6/23,
6/25/16 00:10,Pagosa Springs,null,,Triangle,8 to 10-ish minutes,Five witnesses saw a triangle with bright lights on edges on the ground directly in front of us that then took off into the sky.,3/6/23,
5/11/16 21:30,Valley springs,CA,USA,Cross,36 hours or so,Aliens + others,3/6/23,
5/10/16 22:00,Grants Pass,OR,USA,Orb,Maybe a minute or two,I saw a bright orb hovering above the river and then it zig zagged and disappeared into the sky,3/6/23,
1/1/16 17:00,Syracuse,NY,USA,Orb,Less than 5 seconds,"Orb of white light bolted up from ground to cloud level, stopped, then continued beyond the clouds, silently at ~mach 5.",3/6/23,Yes
12/15/15 04:00,Fairgrove,MI,USA,Rectangle,5 minutes,"Very large, square shaped headed west, smaller red light shoots out from back and heads east.",3/6/23,
12/1/15 16:37,Half Moon Bay,CA,USA,Cone,3+ minutes,I did not see object in images until recently. Focus on waves and quality of photos.,3/6/23,Yes
11/20/15 21:00,east of Lawton,OK,USA,Chevron,about 30 - 45 minutes,1 UAP joined by 2 others,3/6/23,Yes
10/10/15 05:00,Citrus springs,FL,USA,Circle,30 seconds,Three circles moving in a snake type movement in the air,3/6/23,
9/27/15 20:31,Westminster,CA,USA,Triangle,Approximately 10 hours,"It had rained that evening, clouds cleared but the triangle remained",3/6/23,Yes
8/5/15 23:00,"Machesney Park, Illinois",,,Unknown,In 2015 back early night,"I�m reporting that I saw a UFO, what must�ve been around eight years ago now, I originally had no idea there was a National UFO Report",3/6/23,
7/23/15 02:00,Dunsmuir,CA,USA,Light,A few seconds,Witnessed an intense white-blue globe of light hovering above the cliffs at Castle Crags,3/6/23,
7/5/15 16:21,Santa Clara,CA,USA,Formation,20 min,"Two Clouds one a human skull, the other a human skull with hair and beard",3/6/23,
5/20/15 21:31,Ocean City,NJ,USA,Changing,13 minutes,A shifting shape that moved from bay side to over the ocean and the turned into 4 spinning orbs.,3/6/23,
3/28/15 19:31,Fairfax,VA,USA,Cylinder,5 minutes,Three round object with win,3/6/23,Yes
2/21/15 21:00,Hagerstown,DE,USA,Orb,30 seconds,3 different colored circles in the sky,3/6/23,
11/8/14 00:15,Zephyrhills,FL,USA,Orb,5 minutes,Orange Orb Flew Low Directly Over Us,3/6/23,
10/8/14 06:02,Newburgh,NY,USA,Light,Few seconds,Was taking picture of blood moon on Oct 8 when I looked at the pictures was an object with weird lights and what looked like a sine wav,3/6/23,Yes
8/14/14 18:00,Livingston,TX,USA,Disk,,Took picture of disk shaped craft,3/6/23,
7/22/14 06:30,Berkeley,NJ,USA,Changing,45 seconds to 1 minute,Small silent object seen flying towards Ocean County Airport,3/6/23,
1/16/14 13:30,Owosso,,,Circle,Corinna,Corinna,3/6/23,
9/14/13 16:00,Wilmington,,USA,Circle,20 seconds,Round spinning craft blue lights about 15ft in diameter,3/6/23,
7/11/13 21:30,Millersville,PA,USA,Triangle,at least 3-4 minuets,The triangle object had 3 BRIGHT lights for how low it seemed. also moved in unison possible one object.,3/6/23,Yes
6/9/13 20:30,Independence,MO,USA,Other,2-3 min intervals,Multiple entities on power lines outside and in my home,3/6/23,
5/23/13 05:47,,NM,USA,Disk,2 minutes,"Huge disc with copper,metal,gold, and 4 bolts on three closed windows.",3/6/23,
11/14/12 17:24,New York,,American Samoa,Disk,,I was experiencing pane,3/6/23,
9/11/12 21:20,North Charlston Ave. 51,SC,USA,Triangle,30 min. to 1 hour,Eagle/Triangle shaped with lights and blinded windows with a breathing being at the window,3/6/23,Yes
8/18/12 19:00,Norco,LA,USA,Cigar,3 days,"2 craft, 3 days in a row.",3/6/23,
7/25/12 15:00,,,USA,Unknown,30 Seconds,I saw a gold craft with 4-5 black ports in Alaska,3/6/23,
3/14/12 21:30,Fort Wayne,IN,USA,Unknown,30 to 45 minutes,3 orange orbs,3/6/23,
1/4/12 13:00,Chalfont,PA,USA,Triangle,20-30 seconds,Low flying 3 red dots on the points of a triangle hovering below the clouds ona grey snow day sky. completely silent.,3/6/23,
12/31/11 23:30,rainier,WA,USA,Orb,5 minutes,We saw bright hazy orange round floating objects flying in formation.,3/6/23,
9/30/11 00:00,Maricopa,AZ,USA,Unknown,Unsure,Not an aircraft a being,3/6/23,
9/21/11 19:07,Oshawa,ON,Canada,Triangle,8 minutes,It was really huge and it was silent there is a probe that was orange orb after I saw the UFO triangle,3/6/23,
6/11/11 20:00,McNabb,IL,USA,Light,30-60 seconds,I saw a hovering light that zipped away at an amazing speed.,3/6/23,
6/5/11 18:00,Brechin,Angus,United Kingdom,Orb,5mins,2 intelligent orange orbs,3/6/23,
6/3/11 19:33,Oshawa,ON,Canada,Triangle,15 minutes,Orange yellow probe before triangle ufo,3/6/23,
7/17/10 14:15,inverness,Highland,United Kingdom,Orb,20 seconds,"Day time . red orb. fluxtuating. 10 thousand feet maby. no smoke , no contrail. ruby red , blue sky little cloud cover.",3/6/23,
9/11/09 00:00,Hagersville,ON,Canada,Circle,the past fourteen years,they show up in the sky when i want they move up and down for yes and left and right for no they also live with me and communicate,3/6/23,Yes
8/20/09 19:30,Big Bear,CA,USA,Sphere,Seconds,We were driving home up the mountain it was silver and went so fast across through the canyon and out of sight,3/6/23,
6/13/09 00:25,Mozelos,Aveiro District,Portugal,Light,A week maybe,"I was still a teen, something or someone waited until i fell a sleep to sedate me and started an experiment that lasts to today.",3/6/23,
5/23/09 22:00,Laredo,TX,USA,Disk,,Black oval disk but like rectangular like 60 feet,3/6/23,
12/23/08 20:30,Leeds Point,NJ,USA,Formation,30 min,Several lights in the sky all different colors and they would all blink simultaneously in different colors and different patterns,3/6/23,
1/9/08 15:28,Cahokia,IL,USA,Disk,1min,I saw a black and brown ufo with 3 purple lights,3/6/23,
9/22/07 01:00,Norton,MA,USA,Circle,Actual 22 mins,"We saw a round UFO with lights, right above us.",3/6/23,
7/14/07 22:03,"Lake Poderosa, near Montezuma",IA,USA,Other,1 minute,"straight above, was stationery, appeared to be Jupiter in size and brighteness",3/6/23,
6/1/06 22:30,Pink,OK,USA,Circle,Approx. 2-3 minutes,Mother and three children witness an illuminating object above them at night while driving home in rural Oklahoma,3/6/23,Yes
5/11/05 16:00,Golden,CO,USA,Rectangle,5-10 seconds,"While turning left onto Johnson Road, I noticed something hovering very close to the traffic light.",3/6/23,
4/9/05 14:05,Stoughton,MA,USA,Orb,Turnpike street,One orb into three orbs,3/6/23,
9/30/03 02:30,Elsmere,KY,USA,Circle,10 seconds,UFO makes full circle in sky and then takes off super fast,3/6/23,
2/26/03 21:30,North Chili,NY,USA,Triangle,15-30? Minutes,"Black Triangle passed over our car, we got out as it did.",3/6/23,
10/11/01 03:02,alytus district,Alytus County,Lithuania,Rectangle,5 min,"rectangle objects, reminding tv screens with few m distance, 4-6 objects observed with no noise or sound, connected with some waves",3/6/23,
9/1/01 21:30,open ocean,,,Egg,12 minutes,An Elliptical radiating white light spaceship with no specific edges stopped dead center above my boat for about 10 seconds.,3/6/23,
8/25/01 01:00,Sam�s Valley,OR,USA,Circle,20 minutes,Strobe,3/6/23,
7/15/00 01:00,Owensboro,KY,USA,Cigar,2 hours,A wow experience,3/6/23,
7/7/00 08:00,California,MO,USA,Light,,"Cow Mutilation, Shadow Being, (separate) UFO",3/6/23,
12/31/99 23:59,Baltimore,MD,USA,Orb,About 13 seconds,I was in a jail cell looking out the window on New Year�s Eve and saw a giant red orb by John Hopkins hospital,3/6/23,
3/7/98 01:00,Newcastle upon tyne,,United Kingdom,Unknown,10 seconds,Massive object,3/6/23,
9/1/97 23:00,Jonesboro,GA,USA,Disk,1 minute,2 friends and I saw a metallic flying saucer shaped craft up close at night.,3/6/23,
8/23/97 22:00,Salem,AR,USA,Other,Seconds,"A very bright light a[[eared, stopped and turned directions.",3/6/23,
6/8/97 04:00,Muskegon,MI,USA,Oval,3 minutes,"An aura around an oval shaped craft, that was moving in a circular motion.",3/6/23,
6/3/97 19:00,New York,NY,USA,Triangle,10-15 minutes,"Bright light 2.5 miles away seen zigzagging, stopping and changing direction on a dime, eventually flew right over us going north.",3/6/23,
4/10/97 07:50,Forest,IN,USA,Other,Mintues,Daytime up close ground sighting,3/6/23,
3/13/97 21:00,Joshua Tree NP,CA,USA,Fireball,10-20 minutes,Small ball of light near the ground - bigger than a softball but smaller than a volleyball. Was less than 50 feet away,3/6/23,
7/25/96 20:34,Wheatland,CA,USA,Oval,Lasted 5 to 7 mins,Reddish orange oval object,3/6/23,
9/2/95 18:30,State of Mexico,Mexico City,Mexico,Oval,2 min,I was like 10 years old when I saw an oval shape object flying into a mountain hill and sit for around 2 min and after that was gone.,3/6/23,
6/15/94 22:00,Dixon,MT,USA,Triangle,About 25 minutes.,"Walking home that night, everything went quiet, in the dark sky I could see a large triangle that was darker than the night sky moving",3/6/23,
7/22/93 21:30,Powhatan,VA,USA,Triangle,3-4 minutes,"Triangle craft, silent.3 lights.",3/6/23,
6/20/93 13:00,London,,United Kingdom,Cross,5min,Hit holidays over the skies of Holloway overlooking Seven Sisters Road and a spaceman came down and started to walk on the pavement tow,3/6/23,
6/1/93 20:00,La Mesa,CA,USA,Orb,30 minutes,"""Red Orb"" followed me to my home...",3/6/23,
2/2/93 08:00,Near Palmdale,CA,USA,Circle,15 seconds,I noticed a circular craft in (not moving) high in the sky.,3/6/23,
10/15/92 19:30,"Jackson Township, near the villages of Chase and Ceasetown",PA,USA,Cylinder,1 minute,Floating cylinder,3/6/23,
9/18/92 03:30,Vinton,VA,USA,Triangle,2 to 5 minutes max,"Triangular backed craft hovering above tree line, no sound",3/6/23,
9/2/92 04:45,"Jackson Township, near the villages of Chase and Ceasetown",PA,USA,Light,20 seconds,Odd light that appeared as the shape of a spotlight,3/6/23,
